Transaction_ID,Date,Year,Month,Day,User_ID,Transaction_Type,Category,Amount,Balance_After,Payment_Mode,Status,Merchant_Name,Location
TXN00215,2023-02-04,2023,Feb,4,U26,Money Added,Entertainment,5843.13,46021.68,Bank Transfer,Failed,-,Kolkata
TXN00216,2023-04-15,2023,Apr,15,U137,Money Spent,Rent,1659.18,7070.56,Wallet,Pending,IRCTC,Bangalore
TXN00217,2024-11-19,2024,Nov,19,U27,Money Sent,Rent,4957.41,44186.24,Mobile No,Success,BigBasket,Chennai
TXN00218,2023-12-03,2023,Dec,3,U55,Money Spent,Shopping,3721.74,22629.41,Wallet,Success,Flipkart,Delhi
TXN00219,2024-10-16,2024,Oct,16,U178,Money Added,Entertainment,15988.05,28570.44,UPI ID,Success,-,Chennai
TXN00220,2024-06-25,2024,Jun,25,U77,Money Added,Food,16781.96,41560.56,Wallet,Success,-,Mumbai
TXN00221,2024-06-03,2024,Jun,3,U93,Money Added,Cashback,12508.69,23054.63,UPI ID,Pending,-,Delhi
TXN00222,2024-08-13,2024,Aug,13,U76,Money Sent,Rent,4854.43,34180.56,Wallet,Failed,Amazon,Bangalore
TXN00223,2025-02-26,2025,Feb,26,U128,Money Spent,Rent,15742.87,48333.79,Mobile No,Failed,IRCTC,Mumbai
TXN00224,2024-09-19,2024,Sep,19,U18,Money Spent,Bills,1734.15,27189.46,Mobile No,Failed,Flipkart,Bangalore
TXN00225,2023-09-19,2023,Sep,19,U70,Money Added,Cashback,7766.33,18803.28,UPI ID,Failed,-,Hyderabad
TXN00226,2023-11-10,2023,Nov,10,U149,Money Added,Entertainment,12716.49,13900.66,Bank Transfer,Failed,-,Delhi
TXN00227,2023-04-05,2023,Apr,5,U115,Money Sent,Travel,6455.69,42128.61,UPI ID,Success,Swiggy,Mumbai
TXN00228,2023-09-06,2023,Sep,6,U48,Money Spent,Investment,7730.35,13433.98,UPI ID,Pending,Flipkart,Pune
TXN00229,2023-12-10,2023,Dec,10,U181,Money Spent,Food,13630.87,38379.43,QR Code,Failed,Zomato,Kolkata
TXN00230,2024-07-20,2024,Jul,20,U57,Money Added,Travel,13676.98,26371.49,UPI ID,Failed,-,Hyderabad
TXN00231,2023-09-15,2023,Sep,15,U31,Money Spent,Food,3731.83,5541.77,Wallet,Success,BigBasket,Bangalore
TXN00232,2023-03-14,2023,Mar,14,U83,Money Sent,Food,12841.59,30204.21,Bank Transfer,Pending,Flipkart,Pune
TXN00233,2023-12-30,2023,Dec,30,U1,Money Sent,Food,18903.03,33436.45,Mobile No,Pending,Electricity Board,Delhi
TXN00234,2023-03-10,2023,Mar,10,U18,Money Sent,Travel,7138.56,25849.62,Bank Transfer,Failed,Swiggy,Delhi
TXN00235,2023-09-11,2023,Sep,11,U113,Money Spent,Rent,17269.1,36815.12,Bank Transfer,Success,Amazon,Chennai
TXN00236,2023-03-07,2023,Mar,7,U102,Money Sent,Travel,10234.18,47709.98,Wallet,Failed,Uber,Kolkata
TXN00237,2023-11-16,2023,Nov,16,U152,Money Sent,Cashback,7767.98,42054.2,Wallet,Success,Amazon,Hyderabad
TXN00238,2023-04-02,2023,Apr,2,U179,Money Added,Bills,17553.63,15334.09,UPI ID,Success,-,Hyderabad
TXN00239,2025-03-05,2025,Mar,5,U32,Money Spent,Groceries,11074.34,13258.03,UPI ID,Pending,Flipkart,Chennai
TXN00240,2023-02-20,2023,Feb,20,U146,Money Added,Entertainment,7528.49,31849.52,UPI ID,Pending,-,Chennai
TXN00241,2024-02-26,2024,Feb,26,U6,Money Added,Cashback,19159.45,8510.38,Wallet,Success,-,Hyderabad
TXN00242,2024-02-26,2024,Feb,26,U183,Money Sent,Cashback,14632.88,18165.22,QR Code,Success,Netflix,Hyderabad
TXN00243,2023-04-18,2023,Apr,18,U68,Money Spent,Cashback,1064.14,18780.64,Wallet,Failed,Flipkart,Pune
TXN00244,2024-09-20,2024,Sep,20,U66,Money Spent,Entertainment,18413.36,1742.16,Mobile No,Pending,Electricity Board,Hyderabad
TXN00245,2023-11-19,2023,Nov,19,U199,Money Sent,Entertainment,19176.31,20166.64,QR Code,Pending,BigBasket,Kolkata
TXN00246,2023-07-27,2023,Jul,27,U22,Money Sent,Travel,10104.16,41237.32,Wallet,Pending,Uber,Bangalore
TXN00247,2023-04-20,2023,Apr,20,U151,Money Added,Travel,19186.84,6448.52,Bank Transfer,Pending,-,Pune
TXN00248,2023-10-15,2023,Oct,15,U149,Money Added,Cashback,7605.13,22029.81,Bank Transfer,Pending,-,Kolkata
TXN00249,2023-02-11,2023,Feb,11,U17,Money Sent,Shopping,10023.22,14235.11,Mobile No,Failed,BigBasket,Kolkata
TXN00250,2023-07-16,2023,Jul,16,U74,Money Added,Investment,15484.45,32184.33,UPI ID,Failed,-,Delhi
TXN00251,2024-11-10,2024,Nov,10,U128,Money Added,Shopping,18921.41,37356.85,Mobile No,Pending,-,Mumbai
TXN00252,2023-07-13,2023,Jul,13,U192,Money Spent,Investment,11149.93,24076.57,Wallet,Failed,Amazon,Chennai
TXN00253,2024-09-09,2024,Sep,9,U108,Money Sent,Food,11718.48,4127.9,Wallet,Success,Flipkart,Bangalore
TXN00254,2024-05-21,2024,May,21,U130,Money Added,Bills,8019.99,44341.08,Mobile No,Success,-,Pune
TXN00255,2023-08-07,2023,Aug,7,U172,Money Sent,Travel,10392.89,46282.18,QR Code,Failed,Uber,Chennai
TXN00256,2024-06-22,2024,Jun,22,U85,Money Sent,Groceries,1779.4,19089.57,Wallet,Failed,IRCTC,Mumbai
TXN00257,2024-04-21,2024,Apr,21,U49,Money Sent,Rent,19184.05,16105.65,Bank Transfer,Failed,Flipkart,Hyderabad
TXN00258,2024-08-23,2024,Aug,23,U38,Money Spent,Entertainment,13636.2,2661.05,Wallet,Success,Flipkart,Mumbai
TXN00259,2023-10-29,2023,Oct,29,U60,Money Spent,Bills,17306.9,14830.02,Mobile No,Failed,Electricity Board,Bangalore
TXN00260,2023-06-11,2023,Jun,11,U155,Money Spent,Food,1889.8,24982.35,Bank Transfer,Pending,Amazon,Kolkata
TXN00261,2024-02-15,2024,Feb,15,U99,Money Sent,Bills,18688.29,45849.83,QR Code,Failed,Zomato,Chennai
TXN00262,2024-08-12,2024,Aug,12,U50,Money Sent,Entertainment,3109.85,8521.03,Wallet,Success,Swiggy,Kolkata
TXN00263,2024-03-23,2024,Mar,23,U65,Money Spent,Bills,16841.69,8038.41,QR Code,Pending,Amazon,Bangalore
TXN00264,2024-01-04,2024,Jan,4,U161,Money Added,Entertainment,1555.56,36458.75,UPI ID,Pending,-,Delhi
TXN00265,2024-12-21,2024,Dec,21,U37,Money Spent,Travel,5277.79,47575.93,Bank Transfer,Pending,IRCTC,Bangalore
TXN00266,2023-08-18,2023,Aug,18,U57,Money Spent,Bills,1380.7,43027.85,Mobile No,Success,Amazon,Pune
TXN00267,2023-01-14,2023,Jan,14,U2,Money Added,Bills,4220.44,10975.46,QR Code,Failed,-,Kolkata
TXN00268,2024-10-20,2024,Oct,20,U44,Money Spent,Food,10336.91,12213.14,Wallet,Failed,Uber,Chennai
TXN00269,2023-04-14,2023,Apr,14,U40,Money Sent,Bills,976.31,40383.93,UPI ID,Success,Electricity Board,Bangalore
TXN00270,2023-04-14,2023,Apr,14,U54,Money Spent,Food,12271.56,17726.08,QR Code,Success,IRCTC,Chennai
TXN00271,2023-10-02,2023,Oct,2,U74,Money Added,Groceries,15282.5,25804.24,QR Code,Failed,-,Mumbai
TXN00272,2023-11-30,2023,Nov,30,U118,Money Sent,Cashback,19246.56,16216.61,QR Code,Pending,Netflix,Kolkata
TXN00273,2023-02-28,2023,Feb,28,U10,Money Added,Cashback,888.98,45752.04,QR Code,Failed,-,Chennai
TXN00274,2024-12-20,2024,Dec,20,U71,Money Spent,Investment,17439.17,28415.92,Bank Transfer,Failed,BigBasket,Chennai
TXN00275,2023-06-02,2023,Jun,2,U134,Money Spent,Bills,7098.13,38453.52,Mobile No,Failed,Zomato,Bangalore
TXN00276,2023-05-07,2023,May,7,U98,Money Sent,Travel,16282.25,32517.77,Bank Transfer,Success,IRCTC,Hyderabad
TXN00277,2025-02-16,2025,Feb,16,U14,Money Added,Food,17310.68,47031.19,Bank Transfer,Success,-,Delhi
TXN00278,2024-08-31,2024,Aug,31,U118,Money Added,Travel,14214.33,22318.3,Bank Transfer,Pending,-,Bangalore
TXN00279,2024-04-12,2024,Apr,12,U7,Money Sent,Bills,13214.18,9688.03,UPI ID,Failed,IRCTC,Delhi
TXN00280,2024-08-01,2024,Aug,1,U113,Money Sent,Food,3848.17,31998.29,QR Code,Failed,Zomato,Chennai
TXN00281,2023-06-01,2023,Jun,1,U26,Money Spent,Entertainment,13203.88,12370.01,Bank Transfer,Failed,Uber,Mumbai
TXN00282,2023-07-27,2023,Jul,27,U116,Money Sent,Bills,9382.8,10446.84,Bank Transfer,Success,BigBasket,Bangalore
TXN00283,2025-02-06,2025,Feb,6,U132,Money Sent,Entertainment,8497.93,3041.92,Mobile No,Success,Uber,Bangalore
TXN00284,2023-11-27,2023,Nov,27,U20,Money Added,Food,12873.23,6449.99,Bank Transfer,Pending,-,Pune
TXN00285,2024-12-07,2024,Dec,7,U142,Money Spent,Entertainment,1074.65,15015.55,UPI ID,Pending,BigBasket,Hyderabad
TXN00286,2023-11-30,2023,Nov,30,U53,Money Added,Entertainment,9235.73,14044.1,Wallet,Success,-,Hyderabad
TXN00287,2024-06-22,2024,Jun,22,U15,Money Spent,Cashback,16058.92,18666.36,Mobile No,Failed,Zomato,Pune
TXN00288,2023-11-09,2023,Nov,9,U106,Money Added,Shopping,19175.24,30563.51,Wallet,Success,-,Hyderabad
TXN00289,2024-10-20,2024,Oct,20,U65,Money Sent,Travel,13873.73,3745.46,Bank Transfer,Failed,Flipkart,Delhi
TXN00290,2023-12-14,2023,Dec,14,U44,Money Spent,Groceries,4675.0,24514.58,QR Code,Pending,Flipkart,Chennai
TXN00291,2023-10-26,2023,Oct,26,U90,Money Added,Investment,18402.05,7753.53,Mobile No,Failed,-,Pune
TXN00292,2024-09-30,2024,Sep,30,U53,Money Spent,Investment,14586.9,31734.49,Mobile No,Failed,Amazon,Delhi
TXN00293,2023-09-30,2023,Sep,30,U49,Money Spent,Entertainment,19552.17,4507.91,Mobile No,Success,Uber,Mumbai
TXN00294,2023-05-17,2023,May,17,U194,Money Spent,Bills,11956.87,15451.73,Bank Transfer,Failed,IRCTC,Delhi
TXN00295,2023-06-13,2023,Jun,13,U22,Money Sent,Entertainment,11200.8,28047.21,QR Code,Pending,IRCTC,Delhi
TXN00296,2023-05-05,2023,May,5,U90,Money Sent,Groceries,18130.52,15012.18,Bank Transfer,Failed,BigBasket,Bangalore
TXN00297,2023-06-16,2023,Jun,16,U39,Money Spent,Shopping,14092.97,40781.86,QR Code,Success,Flipkart,Chennai
TXN00298,2024-06-03,2024,Jun,3,U61,Money Sent,Cashback,3350.35,17690.57,Wallet,Pending,Electricity Board,Kolkata
TXN00299,2024-07-24,2024,Jul,24,U39,Money Sent,Food,561.62,26995.06,UPI ID,Success,Netflix,Chennai
TXN00300,2023-01-01,2023,Jan,1,U191,Money Added,Food,13519.95,26844.09,Mobile No,Failed,-,Pune
TXN00301,2023-11-02,2023,Nov,2,U168,Money Spent,Shopping,3416.01,7731.87,Wallet,Pending,Amazon,Kolkata
TXN00302,2024-11-21,2024,Nov,21,U145,Money Spent,Cashback,19229.06,37961.17,Wallet,Success,BigBasket,Kolkata
TXN00303,2024-08-14,2024,Aug,14,U2,Money Sent,Food,13541.5,24830.32,UPI ID,Pending,Electricity Board,Chennai
TXN00304,2023-07-30,2023,Jul,30,U49,Money Added,Investment,12831.49,38734.5,Mobile No,Failed,-,Kolkata
TXN00305,2024-02-18,2024,Feb,18,U11,Money Spent,Groceries,4561.36,12941.73,Wallet,Pending,Netflix,Delhi
TXN00306,2024-11-15,2024,Nov,15,U78,Money Sent,Food,4520.46,35863.96,UPI ID,Failed,Netflix,Mumbai
TXN00307,2023-06-14,2023,Jun,14,U176,Money Added,Bills,14160.82,47537.82,Mobile No,Success,-,Pune
TXN00308,2023-09-10,2023,Sep,10,U89,Money Spent,Entertainment,18587.82,48979.84,UPI ID,Pending,Flipkart,Bangalore
TXN00309,2024-12-30,2024,Dec,30,U127,Money Spent,Investment,572.22,2547.28,QR Code,Pending,BigBasket,Delhi
TXN00310,2024-08-23,2024,Aug,23,U158,Money Spent,Shopping,801.04,20053.33,UPI ID,Failed,Electricity Board,Pune
TXN00311,2024-10-11,2024,Oct,11,U32,Money Spent,Cashback,3169.28,29523.43,Wallet,Pending,Electricity Board,Delhi
TXN00312,2024-06-22,2024,Jun,22,U156,Money Spent,Groceries,4483.24,10136.68,UPI ID,Failed,Electricity Board,Mumbai
TXN00313,2023-11-04,2023,Nov,4,U198,Money Spent,Entertainment,12019.76,13017.01,UPI ID,Pending,BigBasket,Delhi
TXN00314,2025-01-22,2025,Jan,22,U42,Money Sent,Rent,6620.46,15650.92,QR Code,Failed,BigBasket,Hyderabad
TXN00315,2023-11-17,2023,Nov,17,U8,Money Spent,Groceries,4870.11,20025.1,QR Code,Success,Electricity Board,Mumbai
TXN00316,2024-03-04,2024,Mar,4,U34,Money Sent,Shopping,2290.67,32339.65,QR Code,Success,Netflix,Chennai
TXN00317,2024-01-08,2024,Jan,8,U175,Money Added,Investment,354.52,28193.02,Bank Transfer,Pending,-,Delhi
TXN00318,2024-09-23,2024,Sep,23,U107,Money Spent,Entertainment,5947.59,47184.12,QR Code,Pending,Netflix,Bangalore
TXN00319,2024-10-17,2024,Oct,17,U94,Money Added,Food,865.54,21431.28,Wallet,Failed,-,Chennai
TXN00320,2023-03-17,2023,Mar,17,U123,Money Spent,Travel,11723.52,2215.69,Mobile No,Pending,Flipkart,Bangalore
TXN00321,2024-05-12,2024,May,12,U154,Money Sent,Food,5717.93,27254.42,Bank Transfer,Success,Swiggy,Bangalore
TXN00322,2023-05-31,2023,May,31,U184,Money Added,Entertainment,13442.94,29828.86,Mobile No,Success,-,Pune
TXN00323,2024-10-23,2024,Oct,23,U3,Money Sent,Food,8681.5,47829.11,Bank Transfer,Success,IRCTC,Mumbai
TXN00324,2024-11-02,2024,Nov,2,U55,Money Sent,Shopping,5208.32,41574.08,Mobile No,Pending,Electricity Board,Kolkata
TXN00325,2023-12-06,2023,Dec,6,U102,Money Added,Groceries,7181.84,46057.81,Mobile No,Pending,-,Hyderabad
TXN00326,2024-07-11,2024,Jul,11,U114,Money Added,Food,16623.27,16535.43,UPI ID,Failed,-,Pune
TXN00327,2023-09-30,2023,Sep,30,U101,Money Added,Shopping,2942.52,17813.17,UPI ID,Failed,-,Bangalore
TXN00328,2023-05-14,2023,May,14,U135,Money Sent,Travel,2362.77,15641.88,Mobile No,Success,Swiggy,Delhi
TXN00329,2024-06-17,2024,Jun,17,U168,Money Spent,Food,3748.13,26859.81,Mobile No,Success,Netflix,Chennai
TXN00330,2023-03-11,2023,Mar,11,U43,Money Spent,Bills,13712.95,28516.53,UPI ID,Failed,Amazon,Pune
TXN00331,2023-03-24,2023,Mar,24,U163,Money Spent,Entertainment,4586.16,45513.74,Mobile No,Failed,Swiggy,Chennai
TXN00332,2024-12-08,2024,Dec,8,U122,Money Spent,Bills,17293.28,28816.84,UPI ID,Pending,Electricity Board,Chennai
TXN00333,2024-12-25,2024,Dec,25,U16,Money Added,Cashback,6418.26,45380.63,UPI ID,Failed,-,Hyderabad
TXN00334,2025-01-29,2025,Jan,29,U177,Money Sent,Food,9066.72,5487.75,QR Code,Pending,IRCTC,Hyderabad
TXN00335,2023-09-08,2023,Sep,8,U40,Money Added,Food,1639.58,22208.7,Mobile No,Success,-,Chennai
TXN00336,2024-04-24,2024,Apr,24,U95,Money Sent,Travel,18159.1,30507.56,Mobile No,Failed,Netflix,Kolkata
TXN00337,2023-10-04,2023,Oct,4,U165,Money Sent,Bills,13503.97,17578.79,Wallet,Success,Zomato,Kolkata
TXN00338,2023-06-07,2023,Jun,7,U52,Money Spent,Shopping,18287.76,16664.87,QR Code,Pending,Uber,Hyderabad
TXN00339,2023-11-30,2023,Nov,30,U138,Money Sent,Shopping,7412.76,23906.77,QR Code,Success,Zomato,Bangalore
TXN00340,2024-02-29,2024,Feb,29,U65,Money Spent,Bills,19962.68,4657.38,Wallet,Failed,Netflix,Chennai
TXN00341,2023-12-19,2023,Dec,19,U109,Money Sent,Entertainment,8210.21,4531.2,UPI ID,Failed,BigBasket,Mumbai
TXN00342,2025-01-27,2025,Jan,27,U72,Money Spent,Entertainment,7848.93,37827.16,UPI ID,Pending,Uber,Pune
TXN00343,2024-06-18,2024,Jun,18,U99,Money Added,Entertainment,8617.32,49717.58,QR Code,Failed,-,Chennai
TXN00344,2023-07-08,2023,Jul,8,U97,Money Added,Entertainment,9915.81,35784.72,Bank Transfer,Success,-,Pune
TXN00345,2024-04-02,2024,Apr,2,U174,Money Spent,Investment,15887.62,14468.59,Bank Transfer,Failed,Uber,Bangalore
TXN00346,2023-11-13,2023,Nov,13,U195,Money Added,Groceries,3196.16,35201.13,UPI ID,Pending,-,Mumbai
TXN00347,2023-12-04,2023,Dec,4,U168,Money Added,Investment,12506.28,36914.68,Mobile No,Failed,-,Bangalore
TXN00348,2024-10-24,2024,Oct,24,U24,Money Added,Investment,8460.76,36410.67,QR Code,Failed,-,Delhi
TXN00349,2023-01-11,2023,Jan,11,U84,Money Sent,Shopping,1779.61,1508.65,QR Code,Pending,Amazon,Delhi
TXN00350,2023-04-20,2023,Apr,20,U41,Money Sent,Entertainment,10820.71,6964.28,QR Code,Success,BigBasket,Kolkata
TXN00351,2023-02-22,2023,Feb,22,U7,Money Sent,Investment,18855.36,31218.44,Bank Transfer,Pending,Amazon,Mumbai
TXN00352,2024-07-26,2024,Jul,26,U173,Money Spent,Investment,13046.19,8767.38,UPI ID,Success,Netflix,Pune
TXN00353,2023-05-08,2023,May,8,U179,Money Spent,Rent,17672.4,39093.9,UPI ID,Pending,BigBasket,Delhi
TXN00354,2024-02-27,2024,Feb,27,U101,Money Sent,Shopping,14755.98,37672.86,Wallet,Pending,Amazon,Bangalore
TXN00355,2023-09-05,2023,Sep,5,U76,Money Spent,Food,17688.19,32184.69,Mobile No,Success,Netflix,Pune
TXN00356,2023-11-18,2023,Nov,18,U170,Money Sent,Rent,2630.54,14201.49,Bank Transfer,Failed,Zomato,Pune
TXN00357,2025-01-12,2025,Jan,12,U15,Money Spent,Cashback,11173.21,6193.93,Mobile No,Pending,Zomato,Pune
TXN00358,2023-01-16,2023,Jan,16,U160,Money Spent,Travel,8953.72,35786.76,UPI ID,Success,BigBasket,Hyderabad
TXN00359,2024-11-02,2024,Nov,2,U142,Money Added,Food,4199.01,15016.26,QR Code,Failed,-,Kolkata
TXN00360,2024-05-08,2024,May,8,U116,Money Added,Shopping,16817.35,11956.59,Wallet,Failed,-,Delhi
TXN00361,2025-01-01,2025,Jan,1,U6,Money Sent,Groceries,11133.4,37188.18,QR Code,Failed,Electricity Board,Mumbai
TXN00362,2023-07-30,2023,Jul,30,U168,Money Added,Food,7574.91,9705.76,QR Code,Pending,-,Pune
TXN00363,2024-11-12,2024,Nov,12,U120,Money Added,Bills,691.0,19746.0,UPI ID,Success,-,Chennai
TXN00364,2023-08-29,2023,Aug,29,U161,Money Sent,Shopping,10822.07,14746.39,Bank Transfer,Failed,IRCTC,Bangalore
TXN00365,2024-03-13,2024,Mar,13,U199,Money Sent,Groceries,18521.78,28053.85,UPI ID,Failed,Amazon,Kolkata
TXN00366,2024-11-29,2024,Nov,29,U29,Money Spent,Shopping,14028.86,44305.54,UPI ID,Failed,Netflix,Delhi
TXN00367,2024-12-23,2024,Dec,23,U182,Money Spent,Investment,5934.46,3299.73,Bank Transfer,Success,Flipkart,Mumbai
TXN00368,2025-01-10,2025,Jan,10,U3,Money Spent,Food,9420.09,22947.68,Bank Transfer,Success,Uber,Chennai
TXN00369,2024-04-22,2024,Apr,22,U134,Money Spent,Food,10793.29,49061.83,Bank Transfer,Success,Swiggy,Hyderabad
TXN00370,2023-05-02,2023,May,2,U98,Money Sent,Bills,11631.97,28358.56,QR Code,Success,Uber,Hyderabad
TXN00371,2024-01-28,2024,Jan,28,U136,Money Sent,Food,4385.36,36456.3,Bank Transfer,Success,Zomato,Bangalore
TXN00372,2024-10-14,2024,Oct,14,U193,Money Spent,Travel,9257.32,5144.32,Mobile No,Success,Flipkart,Mumbai
TXN00373,2024-05-13,2024,May,13,U49,Money Added,Entertainment,19447.03,32166.18,UPI ID,Success,-,Mumbai
TXN00374,2024-11-24,2024,Nov,24,U89,Money Spent,Rent,15267.55,47221.06,UPI ID,Success,Zomato,Pune
TXN00375,2024-05-18,2024,May,18,U46,Money Added,Bills,1180.82,36502.71,Wallet,Success,-,Bangalore
TXN00376,2023-03-01,2023,Mar,1,U176,Money Sent,Rent,19289.79,24055.99,Mobile No,Pending,Swiggy,Chennai
TXN00377,2024-11-12,2024,Nov,12,U126,Money Sent,Groceries,5097.38,39661.04,Mobile No,Success,Zomato,Bangalore
TXN00378,2023-03-25,2023,Mar,25,U20,Money Sent,Shopping,6496.55,38669.82,Wallet,Pending,Electricity Board,Pune
TXN00379,2023-04-22,2023,Apr,22,U11,Money Sent,Travel,19511.42,8766.46,Mobile No,Failed,Zomato,Kolkata
TXN00380,2023-07-08,2023,Jul,8,U153,Money Added,Groceries,11710.32,26386.06,Bank Transfer,Success,-,Pune
TXN00381,2023-01-29,2023,Jan,29,U198,Money Added,Rent,3196.11,26007.55,Bank Transfer,Success,-,Hyderabad
TXN00382,2023-10-30,2023,Oct,30,U36,Money Added,Bills,1560.32,10301.6,QR Code,Failed,-,Chennai
TXN00383,2024-11-10,2024,Nov,10,U166,Money Spent,Entertainment,10972.07,17413.99,Bank Transfer,Failed,Swiggy,Pune
TXN00384,2024-01-09,2024,Jan,9,U4,Money Added,Investment,11708.69,3580.9,UPI ID,Pending,-,Bangalore
TXN00385,2023-03-09,2023,Mar,9,U76,Money Added,Groceries,4206.62,41949.1,Mobile No,Failed,-,Pune
TXN00386,2024-01-28,2024,Jan,28,U138,Money Spent,Entertainment,770.04,13961.6,Mobile No,Failed,Amazon,Bangalore
TXN00387,2023-07-06,2023,Jul,6,U13,Money Added,Entertainment,654.34,37867.33,QR Code,Failed,-,Hyderabad
TXN00388,2025-03-06,2025,Mar,6,U148,Money Spent,Groceries,8245.12,29834.49,Bank Transfer,Success,Swiggy,Hyderabad
TXN00389,2024-08-06,2024,Aug,6,U21,Money Spent,Bills,5183.67,3364.41,Wallet,Pending,BigBasket,Pune
TXN00390,2024-01-07,2024,Jan,7,U168,Money Sent,Groceries,19167.37,49139.85,Wallet,Pending,Electricity Board,Kolkata
TXN00391,2023-09-23,2023,Sep,23,U9,Money Added,Food,8596.52,7617.47,QR Code,Failed,-,Hyderabad
TXN00392,2023-05-17,2023,May,17,U39,Money Sent,Food,11610.42,36608.7,Wallet,Failed,Amazon,Chennai
TXN00393,2024-05-01,2024,May,1,U33,Money Added,Investment,7486.66,7717.7,Mobile No,Pending,-,Chennai
TXN00394,2023-12-16,2023,Dec,16,U93,Money Spent,Rent,13552.75,6636.81,Bank Transfer,Pending,Electricity Board,Chennai
TXN00395,2023-04-18,2023,Apr,18,U72,Money Added,Bills,12745.05,23628.56,Mobile No,Pending,-,Mumbai
TXN00396,2023-08-12,2023,Aug,12,U19,Money Added,Entertainment,11557.51,15095.8,QR Code,Failed,-,Kolkata
TXN00397,2024-10-12,2024,Oct,12,U89,Money Spent,Investment,11368.92,27332.71,UPI ID,Pending,Amazon,Pune
TXN00398,2024-10-04,2024,Oct,4,U43,Money Spent,Investment,5383.31,41167.34,Bank Transfer,Failed,Swiggy,Kolkata
TXN00399,2025-02-05,2025,Feb,5,U56,Money Added,Investment,9876.23,48712.78,UPI ID,Failed,-,Chennai
TXN00400,2024-10-12,2024,Oct,12,U23,Money Sent,Travel,6030.26,29631.96,UPI ID,Success,Netflix,Bangalore
TXN00401,2024-10-31,2024,Oct,31,U101,Money Sent,Food,10940.81,13144.52,QR Code,Failed,Zomato,Hyderabad
TXN00402,2024-06-04,2024,Jun,4,U19,Money Added,Shopping,13947.85,21921.56,UPI ID,Success,-,Delhi
TXN00403,2025-01-09,2025,Jan,9,U56,Money Spent,Travel,19132.09,22918.78,Bank Transfer,Success,Zomato,Mumbai
TXN00404,2024-08-08,2024,Aug,8,U17,Money Sent,Food,13643.53,33886.68,QR Code,Failed,Uber,Hyderabad
TXN00405,2025-02-15,2025,Feb,15,U164,Money Sent,Food,18537.41,33264.94,Bank Transfer,Success,Uber,Chennai
TXN00406,2025-02-03,2025,Feb,3,U103,Money Spent,Entertainment,8623.58,27349.64,Bank Transfer,Pending,Uber,Hyderabad
TXN00407,2025-02-16,2025,Feb,16,U60,Money Spent,Food,17342.24,42396.81,QR Code,Pending,Uber,Chennai
TXN00408,2024-06-24,2024,Jun,24,U105,Money Sent,Cashback,6517.02,24314.79,Mobile No,Failed,Uber,Delhi
TXN00409,2024-04-04,2024,Apr,4,U140,Money Added,Groceries,14719.42,33795.78,UPI ID,Pending,-,Mumbai
TXN00410,2023-05-25,2023,May,25,U200,Money Sent,Food,19971.01,4735.2,UPI ID,Failed,Zomato,Bangalore
TXN00411,2023-11-24,2023,Nov,24,U81,Money Spent,Investment,9055.25,46644.37,Bank Transfer,Success,Flipkart,Mumbai
TXN00412,2023-06-28,2023,Jun,28,U186,Money Spent,Groceries,19066.86,27766.46,Mobile No,Failed,Amazon,Chennai
TXN00413,2025-02-22,2025,Feb,22,U174,Money Added,Travel,8620.73,17090.56,QR Code,Pending,-,Bangalore
TXN00414,2023-12-22,2023,Dec,22,U97,Money Sent,Shopping,13466.16,47453.98,Bank Transfer,Pending,IRCTC,Bangalore
TXN00415,2023-10-23,2023,Oct,23,U47,Money Added,Bills,7020.85,25302.03,QR Code,Success,-,Delhi
TXN00416,2023-06-12,2023,Jun,12,U18,Money Sent,Travel,13427.07,40746.76,UPI ID,Pending,IRCTC,Mumbai
TXN00417,2024-10-06,2024,Oct,6,U47,Money Sent,Rent,15879.39,18458.83,Wallet,Pending,BigBasket,Hyderabad
TXN00418,2023-12-14,2023,Dec,14,U61,Money Spent,Investment,7316.05,13363.9,UPI ID,Success,Uber,Mumbai
TXN00419,2024-08-11,2024,Aug,11,U22,Money Sent,Investment,19450.64,26821.08,Mobile No,Failed,IRCTC,Hyderabad
TXN00420,2023-10-27,2023,Oct,27,U36,Money Added,Food,14142.61,39162.8,UPI ID,Pending,-,Mumbai
TXN00421,2024-01-23,2024,Jan,23,U95,Money Spent,Entertainment,3966.74,19843.9,Mobile No,Success,BigBasket,Kolkata
TXN00422,2024-02-19,2024,Feb,19,U81,Money Added,Rent,2137.51,7654.57,Mobile No,Pending,-,Kolkata
TXN00423,2023-12-30,2023,Dec,30,U66,Money Added,Food,6747.78,10286.44,Bank Transfer,Success,-,Hyderabad
TXN00424,2024-12-07,2024,Dec,7,U96,Money Sent,Investment,1560.93,28714.67,QR Code,Success,Uber,Mumbai
TXN00425,2024-08-20,2024,Aug,20,U176,Money Sent,Food,18200.88,6198.04,Bank Transfer,Pending,Netflix,Kolkata
TXN00426,2024-05-23,2024,May,23,U70,Money Spent,Travel,12222.35,38953.14,Wallet,Success,Flipkart,Hyderabad
TXN00427,2024-03-16,2024,Mar,16,U174,Money Spent,Food,18190.97,14552.42,Mobile No,Pending,BigBasket,Hyderabad
TXN00428,2025-03-01,2025,Mar,1,U121,Money Added,Bills,3147.61,43156.07,Wallet,Success,-,Delhi
TXN00429,2025-03-09,2025,Mar,9,U133,Money Added,Entertainment,8438.81,31436.68,Mobile No,Success,-,Pune
